area;type;access;http;card;list;labels;place;name;url;cardUrl
"дизайн / frontend";"Trello-связь";"внутренняя Trello-связь";"";"Отчет за март";"План на март";"";"описание";"";"https://trello.com/c/9mcDFqLL/216-16-%D1%8E%D1%80%D0%B8%D0%B4%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B5-%D0%B2%D0%BE%D0%BF%D1%80%D0%BE%D1%81%D1%8B";"https://trello.com/c/487cU0ZP/269-%D0%BE%D1%82%D1%87%D0%B5%D1%82-%D0%B7%D0%B0-%D0%BC%D0%B0%D1%80%D1%82"
"дизайн / frontend";"Trello-связь";"внутренняя Trello-связь";"";"Отчет за март";"План на март";"";"описание";"";"https://trello.com/c/gmCtSSsm/263-%D0%B0%D1%83%D0%B4%D0%B8%D1%82-%D0%B3%D0%BE%D1%82%D0%BE%D0%B2%D1%8B%D1%85-%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD-%D0%BC%D0%B0%D0%BA%D0%B5%D1%82%D0%BE%D0%B2-nebula";"https://trello.com/c/487cU0ZP/269-%D0%BE%D1%82%D1%87%D0%B5%D1%82-%D0%B7%D0%B0-%D0%BC%D0%B0%D1%80%D1%82"
"дизайн / frontend";"Trello-связь";"внутренняя Trello-связь";"";"Отчет за март";"План на март";"";"описание";"";"https://trello.com/c/L57WyO9q/265-%D0%BF%D0%BE%D0%B8%D1%81%D0%BA-%D0%B8%D0%B4%D0%B5%D0%B9-%D0%B4%D0%BB%D1%8F-%D1%81%D1%82%D0%B0%D1%80%D1%82%D0%B0%D0%BF%D0%B0";"https://trello.com/c/487cU0ZP/269-%D0%BE%D1%82%D1%87%D0%B5%D1%82-%D0%B7%D0%B0-%D0%BC%D0%B0%D1%80%D1%82"
"дизайн / frontend";"Trello-связь";"внутренняя Trello-связь";"";"Отчет за март";"План на март";"";"описание";"";"https://trello.com/c/K7Sn0ey2/215-15-%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F-%D1%87%D0%B0%D1%81%D1%82%D1%8C";"https://trello.com/c/487cU0ZP/269-%D0%BE%D1%82%D1%87%D0%B5%D1%82-%D0%B7%D0%B0-%D0%BC%D0%B0%D1%80%D1%82"
"обучение / эксперты";"Google Drive";"открывается";"200";"Описание функционала по проекту nebula / pbexpert.pro";"План на март";"";"описание";"";"https://drive.google.com/drive/u/0/folders/1lcNSSidGUwdye--UTFvzyUyKelgUU48v";"https://trello.com/c/vg9MhRVz/253-%D0%BE%D0%BF%D0%B8%D1%81%D0%B0%D0%BD%D0%B8%D0%B5-%D1%84%D1%83%D0%BD%D0%BA%D1%86%D0%B8%D0%BE%D0%BD%D0%B0%D0%BB%D0%B0-%D0%BF%D0%BE-%D0%BF%D1%80%D0%BE%D0%B5%D0%BA%D1%82%D1%83-nebula-pbexpertpro"
"обучение / эксперты";"таблица Google";"открывается";"200";"Описание функционала по проекту nebula / pbexpert.pro";"План на март";"";"описание";"";"https://docs.google.com/spreadsheets/d/1c6pd-EF_KP3UVB5xkP9P4uSVkRDEqILr/edit?gid=566707907#gid=566707907";"https://trello.com/c/vg9MhRVz/253-%D0%BE%D0%BF%D0%B8%D1%81%D0%B0%D0%BD%D0%B8%D0%B5-%D1%84%D1%83%D0%BD%D0%BA%D1%86%D0%B8%D0%BE%D0%BD%D0%B0%D0%BB%D0%B0-%D0%BF%D0%BE-%D0%BF%D1%80%D0%BE%D0%B5%D0%BA%D1%82%D1%83-nebula-pbexpertpro"
"дизайн / frontend";"таблица Google";"открывается";"200";"Пробная верстка дизайна страниц Nebula";"План на март";"";"описание";"";"https://docs.google.com/spreadsheets/d/100VmslglZbrKtSrtvgkMDY3UGzqqWkwdS3rkjW1_ySk/edit?usp=sharing";"https://trello.com/c/uLoe5Euq/254-%D0%BF%D1%80%D0%BE%D0%B1%D0%BD%D0%B0%D1%8F-%D0%B2%D0%B5%D1%80%D1%81%D1%82%D0%BA%D0%B0-%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86-nebula"
"дизайн / frontend";"дизайн / Figma";"открывается";"200";"Пробная верстка дизайна страниц Nebula";"План на март";"";"описание";"";"https://www.figma.com/design/SYrR02E7Ol6szJD4AbFDkE/%D0%9D%D0%95%D0%91%D0%A3%D0%9B%D0%90-v.01-03-2026?node-id=0-1&t=XaZnNwBwGpssXKsi-1";"https://trello.com/c/uLoe5Euq/254-%D0%BF%D1%80%D0%BE%D0%B1%D0%BD%D0%B0%D1%8F-%D0%B2%D0%B5%D1%80%D1%81%D1%82%D0%BA%D0%B0-%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86-nebula"
"дизайн / frontend";"публичная web-панель";"открывается";"200";"Пробная верстка дизайна страниц Nebula";"План на март";"";"описание";"";"https://cutthreat.github.io/nebula-pages-public/site-map.html";"https://trello.com/c/uLoe5Euq/254-%D0%BF%D1%80%D0%BE%D0%B1%D0%BD%D0%B0%D1%8F-%D0%B2%D0%B5%D1%80%D1%81%D1%82%D0%BA%D0%B0-%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86-nebula"
"дизайн / frontend";"Trello-связь";"внутренняя Trello-связь";"";"Пробная верстка дизайна страниц Nebula";"План на март";"";"вложение";"ТЗ по верстке для Светланы.docx";"https://trello.com/1/cards/69a69c801246a5c7a681c555/attachments/69a6a34f90787a5f1dc817e3/download/%D0%A2%D0%97_%D0%BF%D0%BE_%D0%B2%D0%B5%D1%80%D1%81%D1%82%D0%BA%D0%B5_%D0%B4%D0%BB%D1%8F_%D0%A1%D0%B2%D0%B5%D1%82%D0%BB%D0%B0%D0%BD%D1%8B.docx";"https://trello.com/c/uLoe5Euq/254-%D0%BF%D1%80%D0%BE%D0%B1%D0%BD%D0%B0%D1%8F-%D0%B2%D0%B5%D1%80%D1%81%D1%82%D0%BA%D0%B0-%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86-nebula"
"дизайн / frontend";"публичная web-панель";"открывается";"200";"ТЗ регистрации эксперта";"План на март";"На согласование";"описание";"";"https://cutthreat.github.io/confideline/web/expert-registration-mockup.html";"https://trello.com/c/YK8WzA8i/257-%D1%82%D0%B7-%D1%80%D0%B5%D0%B3%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%86%D0%B8%D0%B8-%D1%8D%D0%BA%D1%81%D0%BF%D0%B5%D1%80%D1%82%D0%B0"
"общий источник";"документ Google";"открывается";"200";"Концепт работы сайта по предоплаченным картам";"План на март";"";"описание";"";"https://docs.google.com/document/d/14RjZrGGIZS_RbsAe_N8tq_VAM_mueTBd8AHFEc0aIUw/edit?usp=sharing";"https://trello.com/c/K1tPYkKy/264-%D0%BA%D0%BE%D0%BD%D1%86%D0%B5%D0%BF%D1%82-%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%8B-%D1%81%D0%B0%D0%B9%D1%82%D0%B0-%D0%BF%D0%BE-%D0%BF%D1%80%D0%B5%D0%B4%D0%BE%D0%BF%D0%BB%D0%B0%D1%87%D0%B5%D0%BD%D0%BD%D1%8B%D0%BC-%D0%BA%D0%B0%D1%80%D1%82%D0%B0%D0%BC"
"обучение / эксперты";"Trello-связь";"внутренняя Trello-связь";"";"Отчет за апрель";"План на апрель";"";"описание";"";"https://trello.com/c/eTPwucCg/266-%D1%82%D0%B7-%D0%B4%D0%BB%D1%8F-%D0%BF%D1%80%D0%BE%D0%B4%D0%B2%D0%B8%D0%BD%D1%83%D1%82%D0%BE%D0%B3%D0%BE-%D0%BF%D0%BB%D0%B0%D1%82%D0%BD%D0%BE%D0%B3%D0%BE-%D1%87%D0%B0%D1%82%D0%B0-20";"https://trello.com/c/SajoWd6G/284-%D0%BE%D1%82%D1%87%D0%B5%D1%82-%D0%B7%D0%B0-%D0%B0%D0%BF%D1%80%D0%B5%D0%BB%D1%8C"
"обучение / эксперты";"Trello-связь";"внутренняя Trello-связь";"";"Отчет за апрель";"План на апрель";"";"описание";"";"https://trello.com/c/LlZWg03H/267-%D0%B2%D0%B5%D1%80%D1%81%D1%82%D0%BA%D0%B0-5-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86-%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD-%D0%BC%D0%B0%D0%BA%D0%B5%D1%82%D0%BE%D0%B2-nebula";"https://trello.com/c/SajoWd6G/284-%D0%BE%D1%82%D1%87%D0%B5%D1%82-%D0%B7%D0%B0-%D0%B0%D0%BF%D1%80%D0%B5%D0%BB%D1%8C"
"обучение / эксперты";"Trello-связь";"внутренняя Trello-связь";"";"Отчет за апрель";"План на апрель";"";"описание";"";"https://trello.com/c/JuHpUYsy/268-%D0%B2%D1%8B%D0%B1%D1%80%D0%B0%D1%82%D1%8C-%D0%B3%D0%B8%D0%BF%D0%BE%D1%82%D0%B5%D0%B7%D1%83-%D0%BF%D1%80%D0%BE%D0%B5%D0%BA%D1%82-%D0%B4%D0%BB%D1%8F-mvp-%D0%B7%D0%B0%D0%BF%D1%83%D1%81%D0%BA%D0%B0";"https://trello.com/c/SajoWd6G/284-%D0%BE%D1%82%D1%87%D0%B5%D1%82-%D0%B7%D0%B0-%D0%B0%D0%BF%D1%80%D0%B5%D0%BB%D1%8C"
"обучение / эксперты";"Trello-связь";"внутренняя Trello-связь";"";"Отчет за апрель";"План на апрель";"";"описание";"";"https://trello.com/c/ZwaxxfU7/279-%D0%BF%D1%80%D0%BE%D0%B2%D0%B5%D1%80%D0%BA%D0%B0-%D0%B3%D0%B8%D0%BF%D0%BE%D1%82%D0%B5%D0%B7%D1%8B-%D0%B2%D0%B0%D0%BB%D0%B8%D0%B4%D0%B0%D1%86%D0%B8%D1%8F";"https://trello.com/c/SajoWd6G/284-%D0%BE%D1%82%D1%87%D0%B5%D1%82-%D0%B7%D0%B0-%D0%B0%D0%BF%D1%80%D0%B5%D0%BB%D1%8C"
"обучение / эксперты";"Trello-связь";"внутренняя Trello-связь";"";"Отчет за апрель";"План на апрель";"";"описание";"";"https://trello.com/c/FqIXJa1T/272-%D0%B2%D0%BD%D0%B5%D0%B4%D1%80%D0%B5%D0%BD%D0%B8%D0%B5-codex-%D0%B2-%D0%B8%D0%B3%D0%BE%D1%80%D1%8F";"https://trello.com/c/SajoWd6G/284-%D0%BE%D1%82%D1%87%D0%B5%D1%82-%D0%B7%D0%B0-%D0%B0%D0%BF%D1%80%D0%B5%D0%BB%D1%8C"
"обучение / эксперты";"Trello-связь";"внутренняя Trello-связь";"";"Отчет за апрель";"План на апрель";"";"описание";"";"https://trello.com/c/ZjzlDJnF/273-%D0%B4%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D0%BA%D0%B0-%D0%BF%D0%BE-%D1%8E%D1%80%D0%B8%D0%B4%D0%B8%D0%B5%D1%81%D0%BA%D0%B8%D0%BC-%D0%B2%D0%BE%D0%BF%D1%80%D0%BE%D1%81%D0%B0%D0%BC";"https://trello.com/c/SajoWd6G/284-%D0%BE%D1%82%D1%87%D0%B5%D1%82-%D0%B7%D0%B0-%D0%B0%D0%BF%D1%80%D0%B5%D0%BB%D1%8C"
"обучение / эксперты";"Trello-связь";"внутренняя Trello-связь";"";"Отчет за апрель";"План на апрель";"";"описание";"";"https://trello.com/c/4hV0eVRd/209-13-%D1%84%D0%B8%D0%BD%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D0%B0%D1%8F-%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C";"https://trello.com/c/SajoWd6G/284-%D0%BE%D1%82%D1%87%D0%B5%D1%82-%D0%B7%D0%B0-%D0%B0%D0%BF%D1%80%D0%B5%D0%BB%D1%8C"
"обучение / эксперты";"Trello-связь";"внутренняя Trello-связь";"";"Отчет за апрель";"План на апрель";"";"описание";"";"https://trello.com/c/whZiCsxv/277-%D1%82%D0%B7-%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%D0%B0-%D0%BD%D0%B0-%D0%B4%D0%B0%D1%88%D0%B1%D0%BE%D1%80%D0%B4%D0%B5";"https://trello.com/c/SajoWd6G/284-%D0%BE%D1%82%D1%87%D0%B5%D1%82-%D0%B7%D0%B0-%D0%B0%D0%BF%D1%80%D0%B5%D0%BB%D1%8C"
"обучение / эксперты";"Trello-связь";"внутренняя Trello-связь";"";"Отчет за апрель";"План на апрель";"";"описание";"";"https://trello.com/c/GP2CEfXt/280-%D0%B4%D0%B5%D1%82%D0%B5%D0%BA%D1%82%D0%BE%D1%80-%D0%B8%D0%B8-%D1%82%D0%B5%D0%BA%D1%81%D1%82%D0%BE%D0%B2-%D0%B4%D0%BB%D1%8F-%D0%BA%D1%81%D0%B5%D0%BD%D0%B8%D0%B8";"https://trello.com/c/SajoWd6G/284-%D0%BE%D1%82%D1%87%D0%B5%D1%82-%D0%B7%D0%B0-%D0%B0%D0%BF%D1%80%D0%B5%D0%BB%D1%8C"
"обучение / эксперты";"Trello-связь";"внутренняя Trello-связь";"";"Отчет за апрель";"План на апрель";"";"описание";"";"https://trello.com/c/kc6DFwoU/282-%D0%BD%D0%B5%D0%BE%D0%B1%D1%85%D0%BE%D0%B4%D0%B8%D0%BC%D0%BE-%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BC%D0%B0%D1%82%D1%8C-%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD-%D0%BC%D0%B0%D0%BA%D0%B5%D1%82-%D1%81%D1%82%D0%B0%D0%BD%D0%B8%D1%86%D1%8B-%D1%87%D0%B0%D1%82%D0%B0-%D0%B2-%D0%BB%D0%BA-%D0%BD%D0%B5%D0%B1%D1%83%D0%BB%D0%B0";"https://trello.com/c/SajoWd6G/284-%D0%BE%D1%82%D1%87%D0%B5%D1%82-%D0%B7%D0%B0-%D0%B0%D0%BF%D1%80%D0%B5%D0%BB%D1%8C"
"обучение / эксперты";"Trello-связь";"внутренняя Trello-связь";"";"Отчет за апрель";"План на апрель";"";"описание";"";"https://trello.com/c/EwJQvLq3/274-2-%D0%B4%D0%BD%D1%8F-%D0%BD%D0%B0-%D0%BA%D1%81%D0%B5%D0%BD%D0%B8%D1%8E";"https://trello.com/c/SajoWd6G/284-%D0%BE%D1%82%D1%87%D0%B5%D1%82-%D0%B7%D0%B0-%D0%B0%D0%BF%D1%80%D0%B5%D0%BB%D1%8C"
"обучение / эксперты";"Trello-связь";"внутренняя Trello-связь";"";"Отчет за апрель";"План на апрель";"";"описание";"";"https://trello.com/c/coRkZtVW/275-2-%D0%B4%D0%BD%D1%8F-%D0%BD%D0%B0-%D0%B8%D0%B3%D0%BE%D1%80%D1%8F";"https://trello.com/c/SajoWd6G/284-%D0%BE%D1%82%D1%87%D0%B5%D1%82-%D0%B7%D0%B0-%D0%B0%D0%BF%D1%80%D0%B5%D0%BB%D1%8C"
"дизайн / frontend";"документ Google";"открывается";"200";"ТЗ для продвинутого платного чата 2.0";"План на апрель";"";"описание";"";"https://docs.google.com/document/d/1ocUT4WGOALsn4NFPbHE-Q-H1w0hz_Oc-cQg7WMmX3S4/edit?usp=sharing";"https://trello.com/c/eTPwucCg/266-%D1%82%D0%B7-%D0%B4%D0%BB%D1%8F-%D0%BF%D1%80%D0%BE%D0%B4%D0%B2%D0%B8%D0%BD%D1%83%D1%82%D0%BE%D0%B3%D0%BE-%D0%BF%D0%BB%D0%B0%D1%82%D0%BD%D0%BE%D0%B3%D0%BE-%D1%87%D0%B0%D1%82%D0%B0-20"
"дизайн / frontend";"таблица Google";"открывается";"200";"ТЗ для продвинутого платного чата 2.0";"План на апрель";"";"описание";"";"https://docs.google.com/spreadsheets/d/13vKtjQhORzCIJr3UHWK55qzjU67r6eVQ/edit?usp=sharing&ouid=117865673662155780117&rtpof=true&sd=true";"https://trello.com/c/eTPwucCg/266-%D1%82%D0%B7-%D0%B4%D0%BB%D1%8F-%D0%BF%D1%80%D0%BE%D0%B4%D0%B2%D0%B8%D0%BD%D1%83%D1%82%D0%BE%D0%B3%D0%BE-%D0%BF%D0%BB%D0%B0%D1%82%D0%BD%D0%BE%D0%B3%D0%BE-%D1%87%D0%B0%D1%82%D0%B0-20"
"дизайн / frontend";"Trello-связь";"внутренняя Trello-связь";"";"ТЗ для продвинутого платного чата 2.0";"План на апрель";"";"вложение";"https://trello.com/c/Jq50a4t8/256-%D1%82%D0%B7-%D1%87%D0%B0%D1%82-%D0%BF%D1%80%D0%BE%D0%B4%D0%B2%D0%B8%D0%BD%D1%83%D1%82%D0%B0%D1%8F-%D0%B2%D0%B5%D1%80%D1%81%D0%B8%D1%8F";"https://trello.com/c/Jq50a4t8/256-%D1%82%D0%B7-%D1%87%D0%B0%D1%82-%D0%BF%D1%80%D0%BE%D0%B4%D0%B2%D0%B8%D0%BD%D1%83%D1%82%D0%B0%D1%8F-%D0%B2%D0%B5%D1%80%D1%81%D0%B8%D1%8F";"https://trello.com/c/eTPwucCg/266-%D1%82%D0%B7-%D0%B4%D0%BB%D1%8F-%D0%BF%D1%80%D0%BE%D0%B4%D0%B2%D0%B8%D0%BD%D1%83%D1%82%D0%BE%D0%B3%D0%BE-%D0%BF%D0%BB%D0%B0%D1%82%D0%BD%D0%BE%D0%B3%D0%BE-%D1%87%D0%B0%D1%82%D0%B0-20"
"дизайн / frontend";"Trello-связь";"внутренняя Trello-связь";"";"ТЗ для продвинутого платного чата 2.0";"План на апрель";"";"вложение";"admin-chat-stage1.rar";"https://trello.com/1/cards/69d2cd9524a40152fb001dbf/attachments/69f78b3ba4ddbf872f0a80a4/download/admin-chat-stage1.rar";"https://trello.com/c/eTPwucCg/266-%D1%82%D0%B7-%D0%B4%D0%BB%D1%8F-%D0%BF%D1%80%D0%BE%D0%B4%D0%B2%D0%B8%D0%BD%D1%83%D1%82%D0%BE%D0%B3%D0%BE-%D0%BF%D0%BB%D0%B0%D1%82%D0%BD%D0%BE%D0%B3%D0%BE-%D1%87%D0%B0%D1%82%D0%B0-20"
"дизайн / frontend";"публичная web-панель";"открывается";"200";"Верстка 5 страниц дизайн-макетов Nebula";"План на апрель";"В работе";"описание";"";"https://cutthreat.github.io/nebula-pages-public/home.html";"https://trello.com/c/LlZWg03H/267-%D0%B2%D0%B5%D1%80%D1%81%D1%82%D0%BA%D0%B0-5-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86-%D0%B4%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD-%D0%BC%D0%B0%D0%BA%D0%B5%D1%82%D0%BE%D0%B2-nebula"
"стратегия / маркетинг";"таблица Google";"открывается";"200";"Проверка гипотезы / валидация";"План на апрель";"В работе";"описание";"";"https://docs.google.com/spreadsheets/d/1_oMseBPq2CJeusUnHaY7VJo-U5vgDWnmm6hfeuDMAtY/edit?gid=0#gid=0";"https://trello.com/c/ZwaxxfU7/279-%D0%BF%D1%80%D0%BE%D0%B2%D0%B5%D1%80%D0%BA%D0%B0-%D0%B3%D0%B8%D0%BF%D0%BE%D1%82%D0%B5%D0%B7%D1%8B-%D0%B2%D0%B0%D0%BB%D0%B8%D0%B4%D0%B0%D1%86%D0%B8%D1%8F"
"документы / legal";"публичная web-панель";"открывается";"200";"Доработка по юридиеским вопросам";"План на апрель";"";"описание";"";"https://cutthreat.github.io/confideline/legal-docs-ru/index.html";"https://trello.com/c/ZjzlDJnF/273-%D0%B4%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D0%BA%D0%B0-%D0%BF%D0%BE-%D1%8E%D1%80%D0%B8%D0%B4%D0%B8%D0%B5%D1%81%D0%BA%D0%B8%D0%BC-%D0%B2%D0%BE%D0%BF%D1%80%D0%BE%D1%81%D0%B0%D0%BC"
"дизайн / frontend";"Trello-связь";"внутренняя Trello-связь";"";"1.3. Финансовая модель";"План на апрель";"";"вложение";"SEO, off-page и digital PR стратегия для Confideline.md";"https://trello.com/1/cards/69415a6637091f5e1cd07874/attachments/69f7976b5c64fbc83f63983d/download/SEO%2C_off-page_%D0%B8_digital_PR_%D1%81%D1%82%D1%80%D0%B0%D1%82%D0%B5%D0%B3%D0%B8%D1%8F_%D0%B4%D0%BB%D1%8F_Confideline.md";"https://trello.com/c/4hV0eVRd/209-13-%D1%84%D0%B8%D0%BD%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D0%B0%D1%8F-%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C"
"дизайн / frontend";"Trello-связь";"внутренняя Trello-связь";"";"1.3. Финансовая модель";"План на апрель";"";"вложение";"Практический launch research pack для Confideline.md";"https://trello.com/1/cards/69415a6637091f5e1cd07874/attachments/69f7976c0552afe707b5a231/download/%D0%9F%D1%80%D0%B0%D0%BA%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_launch_research_pack_%D0%B4%D0%BB%D1%8F_Confideline.md";"https://trello.com/c/4hV0eVRd/209-13-%D1%84%D0%B8%D0%BD%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D0%B0%D1%8F-%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C"
"дизайн / frontend";"Trello-связь";"внутренняя Trello-связь";"";"1.3. Финансовая модель";"План на апрель";"";"вложение";"Confideline marketing validation roadmap.md";"https://trello.com/1/cards/69415a6637091f5e1cd07874/attachments/69f7976d1b5eac7f004cefca/download/Confideline_marketing_validation_roadmap.md";"https://trello.com/c/4hV0eVRd/209-13-%D1%84%D0%B8%D0%BD%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D0%B0%D1%8F-%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C"
"дизайн / frontend";"Trello-связь";"внутренняя Trello-связь";"";"1.3. Финансовая модель";"План на апрель";"";"вложение";"Confideline validation research pack.md";"https://trello.com/1/cards/69415a6637091f5e1cd07874/attachments/69f7976d01abd8f919b62aa1/download/Confideline_validation_research_pack.md";"https://trello.com/c/4hV0eVRd/209-13-%D1%84%D0%B8%D0%BD%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D0%B0%D1%8F-%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C"
"дизайн / frontend";"Trello-связь";"внутренняя Trello-связь";"";"1.3. Финансовая модель";"План на апрель";"";"вложение";"Confideline Stage 2 Research.md";"https://trello.com/1/cards/69415a6637091f5e1cd07874/attachments/69f7976ea0b4b44f3f60ccd1/download/Confideline_Stage_2_Research.md";"https://trello.com/c/4hV0eVRd/209-13-%D1%84%D0%B8%D0%BD%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D0%B0%D1%8F-%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C"
"дизайн / frontend";"Trello-связь";"внутренняя Trello-связь";"";"1.3. Финансовая модель";"План на апрель";"";"вложение";"Рынок эзотерических консультаций через текстовый чат для Confideline.md";"https://trello.com/1/cards/69415a6637091f5e1cd07874/attachments/69f7976fd47fabca3384a774/download/%D0%A0%D1%8B%D0%BD%D0%BE%D0%BA_%D1%8D%D0%B7%D0%BE%D1%82%D0%B5%D1%80%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85_%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82%D0%B0%D1%86%D0%B8%D0%B9_%D1%87%D0%B5%D1%80%D0%B5%D0%B7_%D1%82%D0%B5%D0%BA%D1%81%D1%82%D0%BE%D0%B2%D1%8B%D0%B9_%D1%87%D0%B0%D1%82_%D0%B4%D0%BB%D1%8F_Confideline.md";"https://trello.com/c/4hV0eVRd/209-13-%D1%84%D0%B8%D0%BD%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D0%B0%D1%8F-%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C"
"дизайн / frontend";"Trello-связь";"внутренняя Trello-связь";"";"1.3. Финансовая модель";"План на апрель";"";"вложение";"Углубленный исследовательский отчет.md";"https://trello.com/1/cards/69415a6637091f5e1cd07874/attachments/69f7976f7f78a9f56fcb7007/download/%D0%A3%D0%B3%D0%BB%D1%83%D0%B1%D0%BB%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9_%D0%B8%D1%81%D1%81%D0%BB%D0%B5%D0%B4%D0%BE%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%B8%D0%B9_%D0%BE%D1%82%D1%87%D0%B5%D1%82.md";"https://trello.com/c/4hV0eVRd/209-13-%D1%84%D0%B8%D0%BD%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D0%B0%D1%8F-%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C"
"дизайн / frontend";"Trello-связь";"внутренняя Trello-связь";"";"1.3. Финансовая модель";"План на апрель";"";"вложение";"Уточнение темы и три рабочих фокуса исследования рынка эзотерических чат-сервисов.md";"https://trello.com/1/cards/69415a6637091f5e1cd07874/attachments/69f79770c4bb80a41de91018/download/%D0%A3%D1%82%D0%BE%D1%87%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5_%D1%82%D0%B5%D0%BC%D1%8B_%D0%B8_%D1%82%D1%80%D0%B8_%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D1%85_%D1%84%D0%BE%D0%BA%D1%83%D1%81%D0%B0_%D0%B8%D1%81%D1%81%D0%BB%D0%B5%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F_%D1%80%D1%8B%D0%BD%D0%BA%D0%B0_%D1%8D%D0%B7%D0%BE%D1%82%D0%B5%D1%80%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85_%D1%87%D0%B0%D1%82-%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D0%BE%D0%B2.md";"https://trello.com/c/4hV0eVRd/209-13-%D1%84%D0%B8%D0%BD%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D0%B0%D1%8F-%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C"
"дизайн / frontend";"Trello-связь";"внутренняя Trello-связь";"";"1.3. Финансовая модель";"План на апрель";"";"вложение";"Legal Compliance Launch Pack для Confideline.md";"https://trello.com/1/cards/69415a6637091f5e1cd07874/attachments/69f7977163db5d2d3984a1cf/download/Legal_Compliance_Launch_Pack_%D0%B4%D0%BB%D1%8F_Confideline.md";"https://trello.com/c/4hV0eVRd/209-13-%D1%84%D0%B8%D0%BD%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D0%B0%D1%8F-%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C"
"дизайн / frontend";"Trello-связь";"внутренняя Trello-связь";"";"1.3. Финансовая модель";"План на апрель";"";"вложение";"Confideline Advisor Supply and QA Operating Model.md";"https://trello.com/1/cards/69415a6637091f5e1cd07874/attachments/69f7977149e70e87fc562f47/download/Confideline_Advisor_Supply_and_QA_Operating_Model.md";"https://trello.com/c/4hV0eVRd/209-13-%D1%84%D0%B8%D0%BD%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D0%B0%D1%8F-%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D1%8C"
